Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CLAR,Clarus Corporation,10.03,$299.4M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar
CLNE,Clean Energy Fuels Corp.,1.79,$364.22M,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne
CACG,ClearBridge All Cap Growth ETF,26.38,$51.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
YLDE,ClearBridge Dividend Strategy ESG ETF,25.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ylde
LRGE,ClearBridge Large Cap Growth ESG ETF,28.52,$2.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
CLFD,"Clearfield, Inc.",10.25,$139.87M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",1.4,$23.26M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",1.25,$40.03M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,1.06,$28.26M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir
CLIRW,ClearSign Combustion Corporation,0.0194,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clirw
CMTA,Clementia Pharmaceuticals Inc.,11.64,$440.14M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta
CBLI,"Cleveland BioLabs, Inc.",1.33,$15.03M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli
CLVS,"Clovis Oncology, Inc.",17.66,$930.89M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs
CLPS,CLPS Incorporation,2.2282,$30.78M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps
CMFN,CM Finance Inc,6.22,$84.86M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
CMFNL,CM Finance Inc,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl
CMSS,CM Seven Star Acquisition Corporation,10.15,$267.18M,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmss
CMSSR,CM Seven Star Acquisition Corporation,0.4,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssr
CMSSU,CM Seven Star Acquisition Corporation,10.65,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssu
CMSSW,CM Seven Star Acquisition Corporation,0.24,n/a,2017,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cmssw
CME,CME Group Inc.,181.5,$64.94B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,23.3,$355.26M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne
CCB,Coastal Financial Corporation,14.99,$178.19M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb
COKE,"Coca-Cola Consolidated, Inc.",177.89,$1.66B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke
COCP,"Cocrystal Pharma, Inc.",4.14,$123.88M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp
CODA,"Coda Octopus Group, Inc.",5.99,$62.39M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",15.53,$838.87M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",1.2837,$16.58M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",21.35,$191.23M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",3.6851,$20.71M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",44.55,$2.07B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi
CGNX,Cognex Corporation,36.15,$6.22B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,61.1,$35.38B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh
CWBR,"CohBar, Inc.",3.68,$156.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr
COHR,"Coherent, Inc.",97.9,$2.39B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",8.38,$570.05M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",15.71,$639.4M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",11.5,$104.19M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",17.77,$590.81M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,52.74,$2B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi
CLGN,"CollPlant Holdings, Ltd.",4.817,$18.36M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn
CBAN,"Colony Bankcorp, Inc.",14.57,$123.04M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",36.7,$2.69B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb
CLBK,"Columbia Financial, Inc.",15.09,$1.75B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk
COLM,Columbia Sportswear Company,81.53,$5.63B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,28.22,$658.82M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco
CMCSA,Comcast Corporation,34.64,$157.59B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa
CCNI,"Command Center, Inc.",4.5819,$21.6M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni
CBSH,"Commerce Bancshares, Inc.",56.63,$6.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",25.34,$2.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp
CVGI,"Commercial Vehicle Group, Inc.",5.77,$178.27M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",16.8,$3.23B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",2.11,$19.32M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,7.54,$166.79M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",10.7321,$80.34M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.001,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",39.85,$706.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10,$82.8M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",55.78,$2.58B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,2.44,$139.56M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",25.54,$359.76M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",4.1,$58.55M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg
SCOR,"comScore, Inc.",14.65,$862.98M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",1.7545,$6.85M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,23.94,$572.31M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,1.75,$58M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",12.81,$300.13M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce
BBCP,"Concrete Pumping Holdings, Inc. ",8.23,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bbcp
BBCPW,"Concrete Pumping Holdings, Inc. ",0.78,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/bbcpw
CDOR,"Condor Hospitality Trust, Inc.",7.44,$88.44M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",0.435,$27.69M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",3.85,$33.12M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNFRL,"Conifer Holdings, Inc.",21.75,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNMD,CONMED Corporation,60.79,$1.71B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",68.56,$826.13M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",18.77,$605.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",19.26,$611.08M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",10.27,$731.74M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,11.47,$171.64M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,10.2327,$189.61M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.19,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.69,$198.09M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.11,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
CNST,"Constellation Pharmaceuticals, Inc.",4.6,$118.61M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst
ROAD,"Construction Partners, Inc.",9.66,$496.67M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",3.37,$76.13M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.77,$140.55M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc.,0.32,$5.23M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,17.51,$467.66M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
CVON,"ConvergeOne Holdings, Inc.",12.44,$990.77M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvon
AWSM,Cool Holdings Inc.,1.71,$13.33M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm
CPRT,"Copart, Inc.",46.89,$10.97B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.85,$392.08M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,13.43,$1.55B,1982,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",24.59,$1.12B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CSOD,"Cornerstone OnDemand, Inc.",48.29,$2.83B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,2.33,$82.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CRVL,CorVel Corp.,60.73,$1.14B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",4.07,$119.18M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",327.28,$11.92B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,200.42,$88.28B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.2242,$7.31M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.6,$117.87M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,58.76,$3.49B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",19.4,$355.91M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,13.72,$399.81M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,23.69,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,24.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,2.43,$27.12M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.25,$16.5M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",43.25,$350.37M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",161.41,$3.88B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",14.46,$280.26M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,20.91,$853.9M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CREX,"Creative Realities, Inc.",2.2801,$6.75M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex
CREXW,"Creative Realities, Inc.",0.4,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CACC,Credit Acceptance Corporation,395.03,$7.63B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,45.36,$14.92M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,26.62,$15.01M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.5734,$38.93M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,6.98,$28.98M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,72.81,$592.19M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
UGLD,Credit Suisse AG,98.16,$144.94M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,77.69,$292.44M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,19.6918,$3.94M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,20.18,$26.12M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
ZIV,Credit Suisse AG,59.1,$89.42M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",39.69,$4.07B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,12.44,$892.04M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRNX,"Crinetics Pharmaceuticals, Inc.",28.97,$696.35M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx
CRSP,CRISPR Therapeutics AG,28.02,$1.46B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,23.7,$1.6B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",27.07,$1.81B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,11.54,$2.06B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",7.47,$270.79M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",5.88,$59.37M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",9.05,$273.67M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",6.48,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",31.47,$1.05B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,2.57,$115.25M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,10.09,$40.55M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",47.35,$723.08M,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,60.98,$51.49B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,0.9859,$57.17M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,3.05,$10.77M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",26.96,$14.58B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",5.52,$111.14M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",1.44,$41.11M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,5.94,$92.23M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,11,$181.33M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",0.78,$25.83M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",15.89,$220.93M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,20.49,$2.88B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,3.87,$25.18M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3,$17.51M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,69.91,$2.49B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,17.71,$125.35M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.7,$8.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.25,$2.1M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,8.16,$485.02M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,12.12,$4.39B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.85,$153.14M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,49.59,$5.25B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",6.85,$374.77M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",14.52,$653.5M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc.,0.32,$4.22M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXZ,Cytori Therapeutics Inc.,0.0078,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
CTSO,Cytosorbents Corporation,7.59,$240.24M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.53,$17.83M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),230.11,$317.72M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",7.31,$327.93M,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
